1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,qnage,qnage2,qnrsex,qnstate,qnmarita,qndhh1,qnkids,qnkidsag,qnkidsad,qnemptyn,qn50a,qn50b,qn50c,qn50d,qn50e,qn50f,qn50g,qn50h,qnhealth,qnmhealt,qndebili,qnmcondi,qnemploy,qnpartyu,qneducus,qnreligo,qnhispan,qnraceus,qnrace_1,qnnativi,qnincome,qnl1,qnc1,qnusr,int1,recage,recage2,recage3,gender,rechealt,rechea_1,recemplo,receduc,receduc2,receduc3,racethn,racethn2,recincom,q5_any_o,q50_yes_,hphoneus,cstate,final_ms,cregion,density,division,urban,usr,endlang,intdate,wt1,weight
Somewhat happy,Not sure,Very dissatisfied,Not sure,Very satisfied,Just a few,No, ,No, ,No, ,"Rarely, or","Rarely, or",Sometimes,"Rarely, or",Not Lonely,4,Somewhat satisfied,Somewhat dissatisfied,Very satisfied,A few times a month,A few times a week,Never (Vol.),A few times a week,Every day,Never (Vol.),Only a little,More of a public health problem,No role at all,Major role,Major role,Major role,Due to factors and circumstances beyond their control,Minor reason,Major reason,Major reason,Major reason,Major reason,No,No, , , , , , , ,"Yes, would recommend",Easier, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,76, ,Female, ,Divorced,1,0, ,No, ,No,Yes,No,No,No,Yes,Yes,Yes,Only fair,Very good,Yes,Yes,Retired,Democrat,High school incomplete (Grades 9-11 or Grade 12 with no diploma),A few times a year,No,Black or African-American, , ,"Less than $20,000",Yes respondent or someone else has cell phone in household, ,Urban, ,65+,65-79,65-79,FEMALE,Only fair/Poor,Only fair/Poor,Retired,Less than high school,High school or less,Less than college,"Black, non-Hispanic","Black, non-Hispanic",Less than $40K,No to all,Yes to any,Dual HH,North Carolina,Rural- Non-Metro,South,Lowest,South Atlantic,4,Suburban,EN,20180501,0.4775,0.6225
Somewhat happy,Somewhat dissatisfied,Somewhat satisfied,Somewhat dissatisfied,Very satisfied,Just a few,No, ,No, ,No, ,Sometimes,Often,"Rarely, or",Often,Lonely,1,Somewhat satisfied,Somewhat satisfied,Very satisfied,A few times a month,A few times a week,A few times a week,A few times a month,A few times a week,A few times a week,A lot,More of a public health problem,Major role,Minor role,Major role,Major role,Due to factors and circumstances beyond their control,Major reason,Major reason,Minor reason,Major reason,Major reason,Yes,Yes,Once or twice a month, ,Looking at what other people are doing,Weakened,Worse,More satisfied,Equally satisfied,"No, would not recommend",Harder,Minor problem,Family member has physical/health problems,Loneliness comes and goes,One to two years,Somewhat negative,Very negative,Very negative,Very negative,Rarely,Never,Never,Never,Rarely,Sometimes,Almost always,Never,Never,Sometimes,Yes,Yes,Yes,No,Yes,No,Somewhat helpful, , , , , , ,No,No,74, ,Female,GEORGIA,Married,2,0, ,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Only fair,Only fair,Yes,Yes,Retired,Independent,"Four-year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",A few times a year,No,White, , ,"$30,000 to less than $40,000", ,"Yes, has a home telephone",Suburban,"No, did not request money",65+,65-79,65-79,FEMALE,Only fair/Poor,Only fair/Poor,Retired,College +,College +,College +,"White, non-Hispanic","White, non-Hispanic",Less than $40K,No to all,Yes to any,Dual HH,Georgia,Suburban (Metro),South,Highest,South Atlantic,3,Suburban,EN,20180418,0.7055,0.4255
Somewhat happy,Somewhat satisfied,Somewhat satisfied,Very satisfied,Somewhat satisfied,Just a few,Yes,Several times a week,Yes,Once or twice a month,No, ,"Rarely, or",Sometimes,"Rarely, or",Sometimes,Not Lonely,4,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,A few times a month,Every day,A few times a month,A few times a week,Every day,A few times a year,A lot,More of a public health problem,No role at all,Major role,Major role,Major role,Due to factors and circumstances beyond their control,Major reason,Minor reason,Major reason,Major reason,Major reason,Yes,No, , , , , ,Less satisfied,Less satisfied,"No, would not recommend",Harder, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,63, ,Female,NEW JERSEY,Married,2,0, ,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Good,Good,No,Yes,Retired,Independent,"Post-graduate or professional degree, including master's, doctorate, medical, or law degree (e.g., MA, MS, PhD, MD, JD)",Once a week,No,White, , ,"$90,000 to less than $100,000", ,"No, no home telephone",Suburban,"No, did not request money",18-64,50-64,55-64,FEMALE,Good,Excellent/Very Good/Good,Retired,College +,College +,College +,"White, non-Hispanic","White, non-Hispanic",$90K+,Yes to any,Yes to any,CPO HH,New Jersey,Suburban (Metro),Northeast,4,Mid Atlantic,3,Suburban,EN,20180418,1.3501,1.0867
Somewhat happy,Somewhat satisfied,Somewhat dissatisfied,Somewhat satisfied,Very satisfied,A fair amount,Yes,Once or twice a month,No, ,No, ,Sometimes,Sometimes,"Rarely, or","Rarely, or",Not Lonely,4,Very satisfied,Somewhat satisfied,Somewhat satisfied,Every day,A few times a week,Every day,A few times a month,A few times a week,Every day,Some,More of a public health problem,Not sure,Major role,Not sure,Major role,Due to factors and circumstances beyond their control,Minor reason,Not sure,Major reason,Major reason,Not a reason,Yes,Yes,A few times a week,More than half an hour but less than one hour,Engaging in conversations with other people,Weakened,Worse,Equally satisfied,Less satisfied,"No, would not recommend",Harder, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,52, ,Female,GEORGIA,"Single, living with a partner",3,0, ,No, ,No,No,No,No,No,Yes,No,Yes,Good,Good,No,No,Employed full-time,Independent,"Post-graduate or professional degree, including master's, doctorate, medical, or law degree (e.g., MA, MS, PhD, MD, JD)",A few times a year,Yes,White, ,Another country,"$90,000 to less than $100,000", ,"No, no home telephone",Suburban,"No, did not request money",18-64,50-64,45-54,FEMALE,Good,Excellent/Very Good/Good,Employed,College +,College +,College +,Hispanic,"Hispanic, born outside of US",$90K+,Yes to any,Yes to any,CPO HH,Georgia,Rural- Non-Metro,South,2,South Atlantic,5,Rural,EN,20180418,1.3501,1.1331
Very happy,Very satisfied,Very satisfied,Somewhat satisfied,Very satisfied,A lot,No, ,Yes,Several times a week,Yes,Several times a week,Sometimes,Never,Never,Often,Lonely,12,Somewhat dissatisfied,Very satisfied,Very satisfied,A few times a month,A few times a month,A few times a week,Every day,A few times a week,Every day,Nothing at all,Not sure,No role at all,Major role,Major role,Major role,Both equally/It depends (Vol.),Minor reason,Not a reason,Major reason,Major reason,Not sure,Yes,No, , , , , ,Less satisfied,More satisfied,"No, would not recommend",Harder,Isn't really a problem,Socially awkward/don't communicate with others well,Loneliness comes and goes,More than ten year,No impact,No impact,No impact,Very positive,Rarely,Never,Never,Not sure,Never,Sometimes,Sometimes,Never,Never,Sometimes,Yes,No,Yes,Yes,No,No,Somewhat helpful, , , , , , ,No,No,34, ,Male,VIRGINIA,Married,2,5,Less than one, , ,No,No,Yes,No,No,Yes,No,Yes,Very good,Very good,No,No,Employed full-time,Or what?,Less than high school (Grades 1-8 or no formal schooling),More than once a week,No,Not sure, , ,"$75,000 to less than $90,000", ,"No, no home telephone",Rural,"No, did not request money",18-64,30-49,25-34,MALE,Excellent/Very Good,Excellent/Very Good/Good,Employed,Less than high school,High school or less,Less than college,Don't know/Refused,Don't know/Refused,$40K-$89.9K,Yes to any,Yes to any,CPO HH,Virginia,Suburban (Metro),South,2,South Atlantic,3,Suburban,EN,20180418,1.3501,0.9967
Very happy,Very satisfied,Very satisfied,Very satisfied,Very satisfied,A lot,No, ,No, ,No, ,Never,Never,Never,Never,Not Lonely,5,Very satisfied,Very satisfied,Very satisfied,A few times a year,A few times a month,A few times a month,Every day,A few times a month,Every day,Only a little,More of an individual problem,Minor role,Major role,Major role,Major role,Mostly have themselves to blame,Not a reason,Not a reason,Major reason,Major reason,Major reason,Yes,No, , , , , ,Equally satisfied,Equally satisfied,"Yes, would recommend",Easier, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,72, ,Male,FLORIDA,Married,2,0, ,Yes,No,No,No,No,No,No,No,No,No,Excellent,Excellent,No,No,Retired,Republican,"Some college, no degree (includes some community college)",Seldom,No,White, , ,"$90,000 to less than $100,000", ,"No, no home telephone",Urban,"No, did not request money",65+,65-79,65-79,MALE,Excellent/Very Good,Excellent/Very Good/Good,Retired,Some college,Some college,Less than college,"White, non-Hispanic","White, non-Hispanic",$90K+,No to all,No to all,CPO HH,Florida, ,South,2,South Atlantic,4,Suburban,EN,20180418,1.3501,0.8206
Very happy,Very satisfied,Very satisfied,Somewhat satisfied,Somewhat satisfied,A lot,Yes,Several times a week,No, ,No, ,"Rarely, or","Rarely, or",Sometimes,"Rarely, or",Not Lonely,5,Somewhat satisfied,Very satisfied,Very satisfied,A few times a month,A few times a week,A few times a week,A few times a week,A few times a week,A few times a month,Nothing at all,More of a public health problem,Minor role,Major role,Major role,Major role,Due to factors and circumstances beyond their control,Major reason,Major reason,Major reason,Major reason,Minor reason,Yes,No, , , , , ,Less satisfied,Less satisfied,"Yes, would recommend",Harder, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,77, ,Male,NEW YORK,Married,2,0, ,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Very good,Very good,No,No,Retired,Democrat,"Post-graduate or professional degree, including master's, doctorate, medical, or law degree (e.g., MA, MS, PhD, MD, JD)",Never,No,White, , ,"$100,000 or more", ,"Yes, has a home telephone",Rural,"No, did not request money",65+,65-79,65-79,MALE,Excellent/Very Good,Excellent/Very Good/Good,Retired,College +,College +,College +,"White, non-Hispanic","White, non-Hispanic",$90K+,Yes to any,Yes to any,Dual HH,New York,Suburban- Non-Center City (Metro),Northeast,3,Mid Atlantic,3,Suburban,EN,20180418,0.7055,0.534
Very happy,Very satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,A lot,Yes,Several times a week,Yes,About once a week,Yes,Several times a week,"Rarely, or","Rarely, or",Never,Never,Not Lonely,30,Very satisfied,Very satisfied,Very satisfied,Every day,Every day,A few times a week,Every day,A few times a week,A few times a week,A lot,More of a public health problem,Minor role,Major role,Major role,Major role,Not sure,Minor reason,Minor reason,Minor reason,Minor reason,Major reason,Yes,Yes,Every day,At least an hour but less than 2 hours,An equal mix of both,Strengthened,Better,Less satisfied,Less satisfied,"Yes, would recommend",Hasn't made a difference, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,68, ,Male,FLORIDA,Divorced,2,0, ,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,Very good,Excellent,Yes,No,Retired,Independent,"Post-graduate or professional degree, including master's, doctorate, medical, or law degree (e.g., MA, MS, PhD, MD, JD)",Once a week,No,White, , ,"Less than $20,000", ,"No, no home telephone",Urban,"No, did not request money",65+,65-79,65-79,MALE,Excellent/Very Good,Excellent/Very Good/Good,Retired,College +,College +,College +,"White, non-Hispanic","White, non-Hispanic",Less than $40K,Yes to any,Yes to any,CPO HH,Florida,Urban- Center City (Metro),South,2,South Atlantic,4,Suburban,EN,20180418,1.3501,0.5592
Somewhat happy,Somewhat dissatisfied,Very satisfied,Very satisfied,Very satisfied,Just a few,No, ,Yes,Once or twice a month,No, ,Sometimes,Sometimes,Sometimes,Sometimes,Not Lonely,2,Somewhat dissatisfied,Somewhat satisfied,Somewhat satisfied,A few times a week,A few times a week,A few times a week,Every day,A few times a week,A few times a month,Only a little,More of a public health problem,No role at all,Minor role,No role at all,Minor role,Mostly have themselves to blame,Major reason,Major reason,Minor reason,Minor reason,Minor reason,No,No, , , , , , , ,"No, would not recommend",Harder, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,93, ,Male,ILLINOIS,"Widowed, or",1,0, ,Yes,No,No,No,Yes,No,No,Yes,No,Yes,Good,Good,Yes,No,Retired,Republican,High school graduate (Grade 12 with diploma or GED certificate),Once or twice a month,No,White, , ,"$20,000 to less than $30,000", ,"No, no home telephone",Rural,"No, did not request money",65+,80+,80-97,MALE,Good,Excellent/Very Good/Good,Retired,High school graduate,High school or less,Less than college,"White, non-Hispanic","White, non-Hispanic",Less than $40K,Yes to any,Yes to any,CPO HH,Illinois,Rural- Non-Metro,North Central,Lowest,East North Central,4,Suburban,EN,20180418,1.3501,0.5882
Very happy,Somewhat satisfied,Very satisfied,Very satisfied,Very satisfied,A fair amount,Yes,Several times a week,Yes,About once a week,No, ,Never,Never,Never,"Rarely, or",Not Lonely,10,Very satisfied,Somewhat satisfied,Very satisfied,A few times a week,A few times a week,Less than that,A few times a week,A few times a week,Never (Vol.),Only a little,More of an individual problem,No role at all,Minor role,Major role,Major role,Due to factors and circumstances beyond their control,Minor reason,Minor reason,Minor reason,Minor reason,Major reason,No,Yes,Once or twice a month, ,Looking at what other people are doing,Weakened,Worse, , ,"No, would not recommend",Harder, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,78, ,Male,ILLINOIS,Married,2,0, ,Yes,No,No,No,No,No,No,Yes,Yes,No,Excellent,Excellent,No,No,Employed full-time,Independent,High school graduate (Grade 12 with diploma or GED certificate),Once a week,No,White, , ,"$75,000 to less than $90,000", ,"Yes, has a home telephone",Suburban,"No, did not request money",65+,65-79,65-79,MALE,Excellent/Very Good,Excellent/Very Good/Good,Employed,High school graduate,High school or less,Less than college,"White, non-Hispanic","White, non-Hispanic",$40K-$89.9K,Yes to any,Yes to any,Dual HH,Illinois,Suburban (Metro),North Central,Highest,East North Central,3,Suburban,EN,20180418,0.7055,0.8557
Not too happy,Very satisfied,Very satisfied,Somewhat satisfied,Very satisfied,No one,No, ,Yes,Several times a week,No, ,Never,Never,Never,Always,Lonely,2,Very dissatisfied,Very dissatisfied,Not applicable (Vol.),Less than that,Less than that,Less than that,Less than that,Less than that,Less than that,A lot,More of an individual problem,No role at all,Major role,Minor role,Major role,Mostly have themselves to blame,Not a reason,Not a reason,Major reason,Major reason,Minor reason,Yes,Yes,Every day,Less than half an hour,Engaging in conversations with other people,Weakened,Worse,Equally satisfied,Equally satisfied,"Yes, would recommend",Harder,Minor problem,No specific cause for feelings of loneliness,Loneliness comes and goes,More than ten year,No impact,No impact,No impact,Very positive,Never,Sometimes,Never,Almost always,Rarely,Never,Never,Never,Never,Never,No, , , , , , ,Not a reason,Not a reason,Not a reason,Not a reason,Not a reason,Not a reason,No,No,28, ,Female,ILLINOIS,Married,2,0, ,No, ,No,Yes,No,No,No,No,No,No,Excellent,Excellent,No,Yes,On disability and can't work,Not sure,Less than high school (Grades 1-8 or no formal schooling),More than once a week,No,White, , ,"Less than $20,000", ,"No, no home telephone",Rural,"Yes, requested money",18-64,18-29,25-34,FEMALE,Excellent/Very Good,Excellent/Very Good/Good,On disability and can't work,Less than high school,High school or less,Less than college,"White, non-Hispanic","White, non-Hispanic",Less than $40K,Yes to any,Yes to any,CPO HH,Illinois,Rural- Non-Metro,North Central,Lowest,East North Central,5,Rural,EN,20180418,1.3501,1.2012
Somewhat happy,Somewhat satisfied,Somewhat dissatisfied,Somewhat satisfied,Somewhat dissatisfied,Just a few,No, ,No, ,No, ,Never,Never,Never,Never,Not Lonely,4,Not applicable (Vol.),Somewhat satisfied,Somewhat satisfied,A few times a week,Every day,Never (Vol.),A few times a week,Every day,Never (Vol.),Some,More of a public health problem,Minor role,Major role,Major role,Major role,Due to factors and circumstances beyond their control,Major reason,Major reason,Major reason,Major reason,Major reason,Yes,No, , , , , ,Less satisfied,Less satisfied,"No, would not recommend",Easier, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,48, ,Female,MISSOURI,Divorced,2,2,7, , ,Yes,No,Yes,No,No,No,No,Yes,Very good,Good,No,No,Employed part-time,Independent,High school graduate (Grade 12 with diploma or GED certificate),Never,No,White, , ,"$30,000 to less than $40,000", ,"No, no home telephone",Suburban,"Yes, requested money",18-64,30-49,45-54,FEMALE,Excellent/Very Good,Excellent/Very Good/Good,Employed,High school graduate,High school or less,Less than college,"White, non-Hispanic","White, non-Hispanic",Less than $40K,No to all,Yes to any,CPO HH,Missouri,Urban- Center City (Metro),North Central,4,West North Central,3,Suburban,EN,20180418,1.3501,1.3833
